t	d
0	0.9996159528404738
1	0.9996159528404738
2	0.9996159528404738
3	0.9996159528404738
4	0.9996159528404738
5	0.9996159528404738
6	0.9996159528404738
7	0.9996159528404738
8	0.9996159528404738
9	0.9996159528404738
10	0.9996159528404738
11	0.9996159528404738
12	0.9996159528404738
13	0.9996159528404738
14	0.9996159528404738
15	0.9996159528404738
16	0.9996159528404738
17	0.9996159528404738
18	0.9996159528404738
19	0.9996159528404738
20	0.9996159528404738
21	0.9996159528404738
22	0.9996159528404738
23	0.9996159528404738
24	0.9996159528404738
25	0.9996159528404738
26	0.9996159528404738
27	0.9996159528404738
28	0.9996159528404738
29	0.9996159528404738
30	0.9996159528404738
31	0.9996159528404738
32	0.9996159528404738
33	0.9996159528404738
34	0.9996159528404738
35	0.9996159528404738
36	0.9996159528404738
37	0.9996159528404738
38	0.9996159528404738
39	0.9996159528404738
40	0.9996159528404738
41	0.9996159528404738
42	0.9996159528404738
43	0.9996159528404738
44	0.9996159528404738
45	0.9996159528404738
46	0.9996159528404738
47	0.9996159528404738
48	0.9996159528404738
49	0.9996159528404738
50	0.9996159528404738
51	0.9996159528404738
52	0.9996159528404738
53	0.9996159528404738
54	0.9996159528404738
55	0.9996159528404738
56	0.9996159528404738
57	0.9996159528404738
58	0.9996159528404738
59	0.9996159528404738
60	0.9996159528404738
61	0.9996159528404738
62	0.9996159528404738
63	0.9996159528404738
64	0.9996159528404738
65	0.9996159528404738
66	0.9996159528404738
67	0.9996159528404738
68	0.9996159528404738
69	0.9996159528404738
70	0.9996159528404738
71	0.9996159528404738
72	0.9996159528404738
73	0.9996159528404738
74	0.9996159528404738
75	0.9996159528404738
76	0.9996159528404738
77	0.9996159528404738
78	0.9996159528404738
79	0.9996159528404738
80	0.9996159528404738
81	0.9996159528404738
82	0.9996159528404738
83	0.9996159528404738
84	0.9996159528404738
85	0.9996159528404738
86	0.9996159528404738
87	0.9996159528404738
88	0.9996159528404738
89	0.9996159528404738
90	0.9996159528404738
91	0.9996159528404738
92	0.9996159528404738
93	0.9996159528404738
94	0.9996159528404738
95	0.9996159528404738
96	0.9996159528404738
97	0.9996159528404738
98	0.9996159528404738
99	0.9996159528404738
100	0.9996159528404738
101	0.9996159528404738
102	0.9996159528404738
103	0.9996159528404738
104	0.9996159528404738
105	0.9996159528404738
106	0.9996159528404738
107	0.9996159528404738
108	0.9996159528404738
109	0.9996159528404738
110	0.9996159528404738
111	0.9996159528404738
112	0.9996132143591019
113	0.9996132143591019
114	0.9996132143591019
115	0.9996132143591019
116	0.9996132143591019
117	0.9996132143591019
118	0.9996132143591019
119	0.9996132143591019
120	0.999612018875851
121	0.999612018875851
122	0.999612018875851
123	0.999612018875851
124	0.999612018875851
125	0.999612018875851
126	0.999612018875851
127	0.999612018875851
128	0.999612018875851
129	0.999612018875851
130	0.999612018875851
131	0.999612018875851
132	0.999612018875851
133	0.999612018875851
134	0.999612018875851
135	0.999612018875851
136	0.999612018875851
137	0.999612018875851
138	0.999612018875851
139	0.999612018875851
140	0.999612018875851
141	0.999612018875851
142	0.999612018875851
143	0.999612018875851
144	0.999612018875851
145	0.999612018875851
146	0.999612018875851
147	0.999612018875851
148	0.999612018875851
149	0.999612018875851
150	0.999612018875851
151	0.999612018875851
152	0.999612018875851
153	0.999612018875851
154	0.999612018875851
155	0.999612018875851
156	0.999612018875851
157	0.999612018875851
158	0.999612018875851
159	0.999612018875851
160	0.999612018875851
161	0.999612018875851
162	0.999612018875851
163	0.999612018875851
164	0.999612018875851
165	0.999612018875851
166	0.999612018875851
167	0.999612018875851
168	0.999612018875851
169	0.9996078306360182
170	0.9996078306360182
171	0.9996078306360182
172	0.9996078306360182
173	0.9996078306360182
174	0.9996078306360182
175	0.9996078306360182
176	0.9996078306360182
177	0.9996078306360182
178	0.9996078306360182
179	0.9996078306360182
180	0.9996078306360182
181	0.9996078306360182
182	0.9996078306360182
183	0.9996078306360182
184	0.9996078306360182
185	0.9996078306360182
186	0.9996078306360182
187	0.9996078306360182
188	0.9996078306360182
189	0.9996078306360182
190	0.9996078306360182
191	0.9996078306360182
192	0.9996078306360182
193	0.9996078306360182
194	0.9996078306360182
195	0.9996078306360182
196	0.9996078306360182
197	0.9996078306360182
198	0.9996078306360182
199	0.9996078306360182
200	0.9996078306360182
201	0.9996078306360182
202	0.9996078306360182
203	0.9996078306360182
204	0.9996078306360182
205	0.9996078306360182
206	0.9996078306360182
207	0.9996078306360182
208	0.9996078306360182
209	0.9996078306360182
210	0.9996078306360182
211	0.9996078306360182
212	0.9996078306360182
213	0.9996078306360182
214	0.9996078306360182
215	0.9996078306360182
216	0.9996078306360182
217	0.9996078306360182
218	0.9996078306360182
219	0.9996078306360182
220	0.9996078306360182
221	0.9996078306360182
222	0.9996078306360182
223	0.9996078306360182
224	0.9996078306360182
225	0.9996078306360182
226	0.9996078306360182
227	0.9996078306360182
228	0.9996078306360182
229	0.9996078306360182
230	0.9996078306360182
231	0.9996078306360182
232	0.9996078306360182
233	0.9996078306360182
234	0.9996078306360182
235	0.9996078306360182
236	0.9996078306360182
237	0.9996078306360182
238	0.9996078306360182
239	0.9996078306360182
240	0.9996078306360182
241	0.9996078306360182
242	0.9996078306360182
243	0.9996078306360182
244	0.9996078306360182
245	0.9996078306360182
246	0.9996078306360182
247	0.9996078306360182
248	0.9996078306360182
249	0.9996078306360182
250	0.9996078306360182
251	0.9996078306360182
252	0.9996078306360182
253	0.9996078306360182
254	0.9996078306360182
255	0.9996078306360182
256	0.9996078306360182
257	0.9996078306360182
258	0.9996078306360182
259	0.9996078306360182
260	0.9996078306360182
261	0.9996078306360182
262	0.9996078306360182
263	0.9996078306360182
264	0.9996078306360182
265	0.9996078306360182
266	0.9996078306360182
267	0.9996078306360182
268	0.9996078306360182
269	0.9996078306360182
270	0.9996078306360182
271	0.9996078306360182
272	0.9996078306360182
273	0.9996078306360182
274	0.9996078306360182
275	0.9996066463484722
276	0.9996066463484722
277	0.9996066463484722
278	0.9996066463484722
279	0.9996066463484722
280	0.9996066463484722
281	0.9996066463484722
282	0.9996066463484722
283	0.9996066463484722
284	0.9996066463484722
285	0.9996066463484722
286	0.9996066463484722
287	0.9996066463484722
288	0.9996066463484722
289	0.9996066463484722
290	0.9996066463484722
291	0.9996066463484722
292	0.9996066463484722
293	0.9996066463484722
294	0.9996066463484722
295	0.9996066463484722
296	0.9996066463484722
297	0.9996066463484722
298	0.9996066463484722
299	0.9996066463484722
300	0.9996066463484722
301	0.9996066463484722
302	0.9996066463484722
303	0.9996066463484722
304	0.9996066463484722
305	0.9996066463484722
306	0.9996066463484722
307	0.9996066463484722
308	0.9996066463484722
309	0.9996066463484722
310	0.9996066463484722
311	0.9996066463484722
312	0.9996066463484722
313	0.9996066463484722
314	0.9996066463484722
315	0.9996066463484722
316	0.9996066463484722
317	0.9996066463484722
318	0.9996066463484722
319	0.9996066463484722
320	0.9996066463484722
321	0.9996066463484722
322	0.9996066463484722
323	0.9996066463484722
324	0.9996066463484722
325	0.9996066463484722
326	0.9996066463484722
327	0.9996066463484722
328	0.9996066463484722
329	0.9996066463484722
330	0.9996066463484722
331	0.9996066463484722
332	0.9996066463484722
333	0.9996066463484722
334	0.9996066463484722
335	0.9996066463484722
336	0.9996066463484722
337	0.9996066463484722
338	0.9996066463484722
339	0.9996066463484722
340	0.9996066463484722
341	0.9996066463484722
342	0.9996066463484722
343	0.9996066463484722
344	0.9996066463484722
345	0.9996066463484722
346	0.9996066463484722
347	0.9996066463484722
348	0.9996066463484722
349	0.9996066463484722
350	0.9996066463484722
351	0.9996066463484722
352	0.9996066463484722
353	0.9996066463484722
354	0.9996066463484722
355	0.9996066463484722
356	0.9996066463484722
357	0.9996066463484722
358	0.9996066463484722
359	0.9996066463484722
360	0.9996066463484722
361	0.9996066463484722
362	0.9996066463484722
363	0.9996066463484722
364	0.9996066463484722
365	0.9996066463484722
366	0.9996066463484722
367	0.9996066463484722
368	0.9996066463484722
369	0.9996066463484722
370	0.9996066463484722
371	0.9996066463484722
372	0.9996066463484722
373	0.9996066463484722
374	0.9996066463484722
375	0.9996066463484722
376	0.9996066463484722
377	0.9996066463484722
378	0.9996066463484722
379	0.9996066463484722
380	0.9996066463484722
381	0.9996066463484722
382	0.9996066463484722
383	0.9996066463484722
384	0.9996066463484722
385	0.9996066463484722
386	0.9996066463484722
387	0.9996066463484722
388	0.9996066463484722
389	0.9996066463484722
390	0.9996066463484722
391	0.9996066463484722
392	0.9996066463484722
393	0.9996066463484722
394	0.9996066463484722
395	0.9996066463484722
396	0.9996066463484722
397	0.9996066463484722
398	0.9996066463484722
399	0.9996066463484722
400	0.9996066463484722
401	0.9996066463484722
402	0.9996066463484722
403	0.9996066463484722
404	0.9996066463484722
405	0.9996066463484722
406	0.9996066463484722
407	0.9996066463484722
408	0.9996066463484722
409	0.9996066463484722
410	0.9996066463484722
411	0.9996066463484722
412	0.9996066463484722
413	0.9996066463484722
414	0.9996066463484722
415	0.9996066463484722
416	0.9996066463484722
417	0.9996066463484722
418	0.9996066463484722
419	0.9996066463484722
420	0.9996066463484722
421	0.9996066463484722
422	0.9996066463484722
423	0.9996066463484722
424	0.9996066463484722
425	0.9996066463484722
426	0.9996066463484722
427	0.9996060777967536
428	0.9996060777967536
429	0.9996060777967536
