t	1	2	3
232	0.16214639482206472	0.5298508790387795	0.8975329210397283
233	0.16214639482206472	0.7136919000392539	0.8975329210397283
234	0.16214639482206472	0.8056124105394911	0.8975329210397283
235	0.16214639482206472	0.8515726657896097	0.8975329210397283
236	0.16214639482206472	0.874552793414669	0.8975329210397283
237	0.16214639482206472	0.8860428572271986	0.8975329210397283
238	0.16214639482206472	0.8917878891334634	0.8975329210397283
239	0.16214639482206472	0.8946604050865958	0.8975329210397283
240	0.16214639482206472	0.896096663063162	0.8975329210397283
241	0.16214639482206472	0.8968147920514451	0.8975329210397283
242	0.16214639482206472	0.8971738565455867	0.8975329210397283
243	0.16214639482206472	0.8973533887926575	0.8975329210397283
244	0.16214639482206472	0.8974431549161929	0.8975329210397283
245	0.16214639482206472	0.8974880379779606	0.8975329210397283
246	0.16214639482206472	0.8975104795088444	0.8975329210397283
247	0.16214639482206472	0.8975104795088444	0.8975217002742863
248	0.16214639482206472	0.5298284371654546	0.8975217002742863
249	0.16214639482206472	0.34598741599375965	0.8975217002742863
250	0.16214639482206472	0.2540669054079122	0.8975217002742863
251	0.16214639482206472	0.20810665011498847	0.8975217002742863
252	0.16214639482206472	0.1851265224685266	0.8975217002742863
253	0.16214639482206472	0.17363645864529564	0.8975217002742863
254	0.16214639482206472	0.16789142673368018	0.8975217002742863
255	0.16214639482206472	0.16501891077787245	0.8975217002742863
256	0.16214639482206472	0.1635826527999686	0.8975217002742863
257	0.16214639482206472	0.16286452381101665	0.8975217002742863
258	0.16214639482206472	0.1625054593165407	0.8975217002742863
259	0.16214639482206472	0.1623259270693027	0.8975217002742863
260	0.16214639482206472	0.16223616094568372	0.8975217002742863
261	0.16214639482206472	0.16219127788387422	0.8975217002742863
262	0.16214639482206472	0.16216883635296947	0.8975217002742863
263	0.1621576155875171	0.16216883635296947	0.8975217002742863
264	0.1621576155875171	0.5298452683136279	0.8975217002742863
265	0.1621576155875171	0.7136834842939571	0.8975217002742863
266	0.1621576155875171	0.8056025922841217	0.8975217002742863
267	0.1621576155875171	0.851562146279204	0.8975217002742863
268	0.1621576155875171	0.8745419232767452	0.8975217002742863
269	0.1621576155875171	0.8860318117755157	0.8975217002742863
270	0.1621576155875171	0.891776756024901	0.8975217002742863
271	0.1621576155875171	0.8946492281495937	0.8975217002742863
272	0.1621576155875171	0.89608546421194	0.8975217002742863
273	0.1621576155875171	0.8968035822431132	0.8975217002742863
274	0.1621576155875171	0.8971626412586997	0.8975217002742863
275	0.1621576155875171	0.897342170766493	0.8975217002742863
276	0.1621576155875171	0.8974319355203897	0.8975217002742863
277	0.1621576155875171	0.897476817897338	0.8975217002742863
278	0.1621576155875171	0.8974992590858122	0.8975217002742863
279	0.1621576155875171	0.8975104796800493	0.8975217002742863
280	0.1621576155875171	0.8975104796800493	0.8975160899771678
281	0.1621576155875171	0.5298340476337832	0.8975160899771678
282	0.1621576155875171	0.3459958316106501	0.8975160899771678
283	0.1621576155875171	0.2540767235990836	0.8975160899771678
284	0.1621576155875171	0.20811716959330034	0.8975160899771678
285	0.1621576155875171	0.18513739259040873	0.8975160899771678
286	0.1621576155875171	0.1736475040889629	0.8975160899771678
287	0.1621576155875171	0.16790255983823998	0.8975160899771678
288	0.1621576155875171	0.16503008771287853	0.8975160899771678
289	0.1621576155875171	0.1635938516501978	0.8975160899771678
290	0.1621576155875171	0.16287573361885743	0.8975160899771678
291	0.1621576155875171	0.16251667460318725	0.8975160899771678
292	0.1621576155875171	0.1623371450953522	0.8975160899771678
293	0.1621576155875171	0.16224738034143465	0.8975160899771678
294	0.1621576155875171	0.1622024979644759	0.8975160899771678
295	0.1621576155875171	0.1621800567759965	0.8975160899771678
296	0.1621576155875171	0.16216883618175681	0.8975160899771678
297	0.16216322588463694	0.16216883618175681	0.8975160899771678
298	0.16216322588463694	0.5298424630794623	0.8975160899771678
299	0.16216322588463694	0.7136792765283151	0.8975160899771678
300	0.16216322588463694	0.8055976832527414	0.8975160899771678
301	0.16216322588463694	0.8515568866149545	0.8975160899771678
302	0.16216322588463694	0.8745364882960611	0.8975160899771678
303	0.16216322588463694	0.8860262891366144	0.8975160899771678
304	0.16216322588463694	0.8917711895568912	0.8975160899771678
305	0.16216322588463694	0.8946436397670294	0.8975160899771678
306	0.16216322588463694	0.8960798648720987	0.8975160899771678
307	0.16216322588463694	0.8967979774246333	0.8975160899771678
308	0.16216322588463694	0.8971570337009005	0.8975160899771678
309	0.16216322588463694	0.8973365618390341	0.8975160899771678
310	0.16216322588463694	0.897426325908101	0.8975160899771678
311	0.16216322588463694	0.8974712079426344	0.8975160899771678
312	0.16216322588463694	0.897493648959901	0.8975160899771678
313	0.16216322588463694	0.8975048694685344	0.8975160899771678
314	0.16216322588463694	0.897510479722851	0.8975160899771678
315	0.16216322588463694	0.897510479722851	0.8975132848500094
316	0.16216322588463694	0.529836852803744	0.8975132848500094
317	0.16216322588463694	0.3460000393441905	0.8975132848500094
318	0.16216322588463694	0.25408163261441374	0.8975132848500094
319	0.16216322588463694	0.20812242924952534	0.8975132848500094
320	0.16216322588463694	0.18514282756708114	0.8975132848500094
321	0.16216322588463694	0.17365302672585903	0.8975132848500094
322	0.16216322588463694	0.16790812630524798	0.8975132848500094
323	0.16216322588463694	0.16503567609494246	0.8975132848500094
324	0.16216322588463694	0.1635994509897897	0.8975132848500094
325	0.16216322588463694	0.1628813384372133	0.8975132848500094
326	0.16216322588463694	0.16252228216092512	0.8975132848500094
327	0.16216322588463694	0.16234275402278103	0.8975132848500094
328	0.16216322588463694	0.162252989953709	0.8975132848500094
329	0.16216322588463694	0.16220810791917295	0.8975132848500094
330	0.16216322588463694	0.16218566690190495	0.8975132848500094
331	0.16216322588463694	0.16217444639327094	0.8975132848500094
332	0.16216322588463694	0.16216883613895394	0.8975132848500094
333	0.16216603101179544	0.16216883613895394	0.8975132848500094
334	0.16216603101179544	0.5298410604944817	0.8975132848500094
335	0.16216603101179544	0.7136771726722455	0.8975132848500094
336	0.16216603101179544	0.8055952287611274	0.8975132848500094
337	0.16216603101179544	0.8515542568055684	0.8975132848500094
338	0.16216603101179544	0.8745337708277889	0.8975132848500094
339	0.16216603101179544	0.8860235278388991	0.8975132848500094
340	0.16216603101179544	0.8917684063444542	0.8975132848500094
341	0.16216603101179544	0.8946408455972318	0.8975132848500094
342	0.16216603101179544	0.8960770652236205	0.8975132848500094
343	0.16216603101179544	0.8967951750368149	0.8975132848500094
344	0.16216603101179544	0.8971542299434121	0.8975132848500094
345	0.16216603101179544	0.8973337573967107	0.8975132848500094
346	0.16216603101179544	0.8974235211233601	0.8975132848500094
347	0.16216603101179544	0.8974684029866847	0.8975132848500094
348	0.16216603101179544	0.8974908439183471	0.8975132848500094
349	0.16216603101179544	0.8975020643841782	0.8975132848500094
350	0.16216603101179544	0.8975076746170938	0.8975132848500094
351	0.16216603101179544	0.8975104797335516	0.8975132848500094
352	0.16216603101179544	0.8975104797335516	0.8975118822917805
353	0.16216603101179544	0.5298382553726735	0.8975118822917805
354	0.16216603101179544	0.34600214319223443	0.8975118822917805
355	0.16216603101179544	0.2540840871020149	0.8975118822917805
356	0.16216603101179544	0.20812505905690518	0.8975118822917805
357	0.16216603101179544	0.18514554503435032	0.8975118822917805
358	0.16216603101179544	0.17365578802307288	0.8975118822917805
359	0.16216603101179544	0.16791090951743415	0.8975118822917805
360	0.16216603101179544	0.1650384702646148	0.8975118822917805
361	0.16216603101179544	0.1636022506382051	0.8975118822917805
362	0.16216603101179544	0.16288414082500027	0.8975118822917805
363	0.16216603101179544	0.16252508591839787	0.8975118822917805
364	0.16216603101179544	0.16234555846509666	0.8975118822917805
365	0.16216603101179544	0.16225579473844604	0.8975118822917805
366	0.16216603101179544	0.16221091287512074	0.8975118822917805
367	0.16216603101179544	0.1621884719434581	0.8975118822917805
368	0.16216603101179544	0.16217725147762677	0.8975118822917805
369	0.16216603101179544	0.16217164124471112	0.8975118822917805
370	0.16216603101179544	0.16216883612825328	0.8975118822917805
371	0.16216743357002436	0.16216883612825328	0.8975118822917805
372	0.16216743357002436	0.5298403592100169	0.8975118822917805
373	0.16216743357002436	0.7136761207508987	0.8975118822917805
374	0.16216743357002436	0.8055940015213396	0.8975118822917805
375	0.16216743357002436	0.8515529419065601	0.8975118822917805
376	0.16216743357002436	0.8745324120991702	0.8975118822917805
377	0.16216743357002436	0.8860221471954753	0.8975118822917805
378	0.16216743357002436	0.8917670147436279	0.8975118822917805
379	0.16216743357002436	0.8946394485177042	0.8975118822917805
380	0.16216743357002436	0.8960756654047424	0.8975118822917805
381	0.16216743357002436	0.8967937738482614	0.8975118822917805
382	0.16216743357002436	0.897152828070021	0.8975118822917805
383	0.16216743357002436	0.8973323551809007	0.8975118822917805
384	0.16216743357002436	0.8974221187363406	0.8975118822917805
385	0.16216743357002436	0.8974670005140606	0.8975118822917805
386	0.16216743357002436	0.8974894414029205	0.8975118822917805
387	0.16216743357002436	0.8975006618473504	0.8975118822917805
388	0.16216743357002436	0.8975062720695655	0.8975118822917805
389	0.16216743357002436	0.897509077180673	0.8975118822917805
390	0.16216743357002436	0.8975104797362268	0.8975118822917805
391	0.16216743357002436	0.8975104797362268	0.8975111810140036
392	0.16216743357002436	0.5298389566531255	0.8975111810140036
393	0.16216743357002436	0.34600319511157496	0.8975111810140036
394	0.16216743357002436	0.2540853143407997	0.8975111810140036
395	0.16216743357002436	0.208126373955412	0.8975111810140036
396	0.16216743357002436	0.1851469037627182	0.8975111810140036
397	0.16216743357002436	0.17365716866637126	0.8975111810140036
398	0.16216743357002436	0.16791230111819783	0.8975111810140036
399	0.16216743357002436	0.16503986734411108	0.8975111810140036
400	0.16216743357002436	0.1636036504570677	0.8975111810140036
401	0.16216743357002436	0.16288554201354605	0.8975111810140036
402	0.16216743357002436	0.1625264877917852	0.8975111810140036
403	0.16216743357002436	0.16234696068090476	0.8975111810140036
404	0.16216743357002436	0.16225719712546455	0.8975111810140036
405	0.16216743357002436	0.16221231534774444	0.8975111810140036
406	0.16216743357002436	0.1621898744588844	0.8975111810140036
407	0.16216743357002436	0.16217865401445436	0.8975111810140036
408	0.16216743357002436	0.16217304379223935	0.8975111810140036
409	0.16216743357002436	0.16217023868113184	0.8975111810140036
410	0.16216743357002436	0.1621688361255781	0.8975111810140036
411	0.16216813484780124	0.1621688361255781	0.8975111810140036
412	0.16216813484780124	0.5298400085697909	0.8975111810140036
413	0.16216813484780124	0.7136755947918972	0.8975111810140036
414	0.16216813484780124	0.8055933879029504	0.8975111810140036
415	0.16216813484780124	0.8515522844584771	0.8975111810140036
416	0.16216813484780124	0.8745317327362403	0.8975111810140036
417	0.16216813484780124	0.8860214568751219	0.8975111810140036
418	0.16216813484780124	0.8917663189445628	0.8975111810140036
419	0.16216813484780124	0.8946387499792832	0.8975111810140036
420	0.16216813484780124	0.8960749654966433	0.8975111810140036
421	0.16216813484780124	0.8967930732553235	0.8975111810140036
422	0.16216813484780124	0.8971521271346636	0.8975111810140036
423	0.16216813484780124	0.8973316540743337	0.8975111810140036
424	0.16216813484780124	0.8974214175441686	0.8975111810140036
425	0.16216813484780124	0.897466299279086	0.8975111810140036
426	0.16216813484780124	0.8974887401465448	0.8975111810140036
427	0.16216813484780124	0.8974999605802743	0.8975111810140036
428	0.16216813484780124	0.8975055707971389	0.8975111810140036
429	0.16216813484780124	0.8975083759055713	0.8975111810140036
430	0.16216813484780124	0.8975097784597874	0.8975111810140036
431	0.16216813484780124	0.8975104797368956	0.8975111810140036
432	0.16216813484780124	0.8975104797368956	0.8975108303754495
433	0.16216813484780124	0.5298393072923484	0.8975108303754495
434	0.16216813484780124	0.3460037210700748	0.8975108303754495
435	0.16216813484780124	0.25408592795893803	0.8975108303754495
436	0.16216813484780124	0.20812703140336963	0.8975108303754495
437	0.16216813484780124	0.18514758312558544	0.8975108303754495
438	0.16216813484780124	0.17365785898669334	0.8975108303754495
439	0.16216813484780124	0.1679129969172473	0.8975108303754495
440	0.16216813484780124	0.16504056588252425	0.8975108303754495
441	0.16216813484780124	0.16360435036516274	0.8975108303754495
442	0.16216813484780124	0.162886242606482	0.8975108303754495
443	0.16216813484780124	0.1625271887271416	0.8975108303754495
444	0.16216813484780124	0.16234766178747143	0.8975108303754495
445	0.16216813484780124	0.16225789831763632	0.8975108303754495
446	0.16216813484780124	0.16221301658271878	0.8975108303754495
447	0.16216813484780124	0.16219057571526002	0.8975108303754495
448	0.16216813484780124	0.16217935528153063	0.8975108303754495
449	0.16216813484780124	0.16217374506466592	0.8975108303754495
450	0.16216813484780124	0.16217093995623358	0.8975108303754495
451	0.16216813484780124	0.1621695374020174	0.8975108303754495
452	0.16216813484780124	0.16216883612490932	0.8975108303754495
453	0.16216848548635526	0.16216883612490932	0.8975108303754495
454	0.16216848548635526	0.5298398332501795	0.8975108303754495
455	0.16216848548635526	0.7136753318128145	0.8975108303754495
456	0.16216848548635526	0.8055930810941321	0.8975108303754495
457	0.16216848548635526	0.8515519557347908	0.8975108303754495
458	0.16216848548635526	0.8745313930551202	0.8975108303754495
459	0.16216848548635526	0.8860211117152849	0.8975108303754495
460	0.16216848548635526	0.8917659710453671	0.8975108303754495
461	0.16216848548635526	0.8946384007104083	0.8975108303754495
462	0.16216848548635526	0.8960746155429289	0.8975108303754495
463	0.16216848548635526	0.8967927229591892	0.8975108303754495
464	0.16216848548635526	0.8971517766673194	0.8975108303754495
465	0.16216848548635526	0.8973313035213845	0.8975108303754495
466	0.16216848548635526	0.8974210669484171	0.8975108303754495
467	0.16216848548635526	0.8974659486619333	0.8975108303754495
468	0.16216848548635526	0.8974883895186914	0.8975108303754495
469	0.16216848548635526	0.8974996099470705	0.8975108303754495
470	0.16216848548635526	0.89750522016126	0.8975108303754495
471	0.16216848548635526	0.8975080252683547	0.8975108303754495
472	0.16216848548635526	0.8975094278219021	0.8975108303754495
473	0.16216848548635526	0.8975101290986758	0.8975108303754495
474	0.16216848548635526	0.8975104797370627	0.8975108303754495
475	0.16216848548635526	0.8975104797370627	0.8975106550562562
476	0.16216848548635526	0.529839482611709	0.8975106550562562
477	0.16216848548635526	0.3460039840490321	0.8975106550562562
478	0.16216848548635526	0.25408623476769365	0.8975106550562562
479	0.16216848548635526	0.20812736012702446	0.8975106550562562
480	0.16216848548635526	0.18514792280668985	0.8975106550562562
481	0.16216848548635526	0.17365820414652255	0.8975106550562562
482	0.16216848548635526	0.1679133448164389	0.8975106550562562
483	0.16216848548635526	0.16504091515139707	0.8975106550562562
484	0.16216848548635526	0.16360470031887617	0.8975106550562562
485	0.16216848548635526	0.1628865929026157	0.8975106550562562
486	0.16216848548635526	0.16252753919448548	0.8975106550562562
487	0.16216848548635526	0.16234801234042037	0.8975106550562562
488	0.16216848548635526	0.1622582489133878	0.8975106550562562
489	0.16216848548635526	0.16221336719987153	0.8975106550562562
490	0.16216848548635526	0.16219092634311338	0.8975106550562562
