t	min	max
0	0.0007546712616485207	0.9992769694757393
20	0.00021999500558045337	0.9977149300548578
40	0.00021999500558045337	0.9977149300548578
60	0.00021999500558045337	0.9977149300548578
80	0.00021999500558045337	0.9977149300548578
100	0.00021999500558045337	0.9977149300548578
120	0.00021999500558045337	0.9977149300548578
140	0.00021999500558045337	0.9977149300548578
160	0.00021999500558045337	0.9977149300548578
180	0.00021999500558045337	0.9977149300548578
200	0.00021999500558045337	0.9977149300548578
220	0.00021999500558045337	0.9977149300548578
240	0.00021999500558045337	0.9977149300548578
260	0.00021999500558045337	0.9977149300548578
280	0.00021999500558045337	0.9964221643634668
300	0.00021999500558045337	0.9964221643634668
320	0.00021999500558045337	0.9964221643634668
340	0.00021999500558045337	0.9964221643634668
360	0.00021999500558045337	0.9964221643634668
380	0.00021999500558045337	0.9964221643634668
400	0.00021999500558045337	0.9964221643634668
420	0.00021999500558045337	0.9964221643634668
440	0.00021999500558045337	0.9964221643634668
460	0.0023639804779959084	0.9964221643634668
480	0.0023639804779959084	0.9964221643634668
500	0.0023639804779959084	0.9964221643634668
520	0.0023639804779959084	0.9964221643634668
540	0.0023639804779959084	0.9964221643634668
560	0.0023639804779959084	0.9964221643634668
580	0.0023639804779959084	0.9964221643634668
600	0.0023639804779959084	0.9964221643634668
620	0.0023639804779959084	0.9964221643634668
640	0.0023639804779959084	0.9964221643634668
660	0.0023639804779959084	0.9964221643634668
680	0.0023639804779959084	0.9964221643634668
700	0.0023639804779959084	0.9964221643634668
720	0.0023639804779959084	0.9964221643634668
740	0.0023639804779959084	0.9964221643634668
760	0.0023639804779959084	0.9964221643634668
780	0.0023639804779959084	0.9964221643634668
800	0.0023639804779959084	0.9964221643634668
820	0.0023639804779959084	0.9964221643634668
840	0.0023639804779959084	0.9964221643634668
860	0.0023639804779959084	0.9964221643634668
880	0.0023639804779959084	0.9964221643634668
900	0.0023639804779959084	0.9964221643634668
920	0.0023639804779959084	0.9964221643634668
940	0.0023639804779959084	0.9964221643634668
960	0.0023639804779959084	0.9964221643634668
980	0.0023639804779959084	0.9964221643634668
1000	0.0023639804779959084	0.9964221643634668
1020	0.0023639804779959084	0.995841338779271
1040	0.0023639804779959084	0.995841338779271
1060	0.0023639804779959084	0.995841338779271
1080	0.0023639804779959084	0.995841338779271
1100	0.0023639804779959084	0.995841338779271
1120	0.0023639804779959084	0.995841338779271
1140	0.0024856258165604217	0.995841338779271
1160	0.0024856258165604217	0.995841338779271
1180	0.0024856258165604217	0.995841338779271
1200	0.0024856258165604217	0.995841338779271
1220	0.0024856258165604217	0.995841338779271
1240	0.0024856258165604217	0.995841338779271
1260	0.0024856258165604217	0.995841338779271
1280	0.0024856258165604217	0.9955966491625644
1300	0.0024856258165604217	0.9955966491625644
1320	0.0024856258165604217	0.9955966491625644
1340	0.0024856258165604217	0.9955966491625644
1360	0.0024856258165604217	0.9955966491625644
1380	0.0024856258165604217	0.9955966491625644
1400	0.0024856258165604217	0.9955966491625644
1420	0.0024856258165604217	0.9955966491625644
1440	0.0024856258165604217	0.9955966491625644
1460	0.0024856258165604217	0.9955966491625644
1480	0.0024856258165604217	0.9955966491625644
1500	0.0024856258165604217	0.9955966491625644
1520	0.0024856258165604217	0.9955966491625644
1540	0.0024856258165604217	0.9955966491625644
1560	0.0024856258165604217	0.9955966491625644
1580	0.0024856258165604217	0.9955966491625644
1600	0.0024856258165604217	0.9955966491625644
1620	0.0024856258165604217	0.9955966491625644
1640	0.0024856258165604217	0.9955966491625644
1660	0.0024856258165604217	0.9955966491625644
1680	0.0024856258165604217	0.9955966491625644
1700	0.0024856258165604217	0.9955966491625644
1720	0.0024856258165604217	0.9955966491625644
1740	0.0024856258165604217	0.9955966491625644
1760	0.0024856258165604217	0.9955966491625644
1780	0.0024856258165604217	0.9955966491625644
1800	0.0024856258165604217	0.9955966491625644
1820	0.0024856258165604217	0.9955966491625644
1840	0.0024856258165604217	0.9955966491625644
1860	0.0024856258165604217	0.9955966491625644
1880	0.0024856258165604217	0.9955966491625644
1900	0.0024856258165604217	0.9955966491625644
1920	0.0024856258165604217	0.9955966491625644
1940	0.0024856258165604217	0.9955966491625644
1960	0.0024856258165604217	0.9955966491625644
1980	0.0024856258165604217	0.9955966491625644
2000	0.0024856258165604217	0.9955966491625644
2020	0.0024856258165604217	0.9955966491625644
2040	0.0024856258165604217	0.9955966491625644
2060	0.0024856258165604217	0.9955966491625644
2080	0.0024856258165604217	0.9955966491625644
2100	0.0024856258165604217	0.9955966491625644
2120	0.0024856258165604217	0.9955966491625644
2140	0.0024856258165604217	0.9955966491625644
2160	0.0024856258165604217	0.9955966491625644
2180	0.0024856258165604217	0.9955966491625644
2200	0.0024856258165604217	0.9949638482730205
2220	0.0024856258165604217	0.9949638482730205
2240	0.0024856258165604217	0.9949638482730205
2260	0.0024856258165604217	0.9949638482730205
2280	0.0024856258165604217	0.9949638482730205
2300	0.0024856258165604217	0.9949638482730205
2320	0.0024856258165604217	0.9949638482730205
2340	0.0024856258165604217	0.9949638482730205
2360	0.0024856258165604217	0.9949638482730205
2380	0.0024856258165604217	0.9949638482730205
2400	0.0024856258165604217	0.9949638482730205
2420	0.0024856258165604217	0.9949638482730205
2440	0.0024856258165604217	0.9949638482730205
2460	0.0024856258165604217	0.9949638482730205
2480	0.0024856258165604217	0.9949638482730205
2500	0.0024856258165604217	0.9949638482730205
2520	0.0024856258165604217	0.9949638482730205
2540	0.0024856258165604217	0.9949638482730205
2560	0.0024856258165604217	0.9949638482730205
2580	0.0024856258165604217	0.9949638482730205
2600	0.029317334171297338	0.9949638482730205
2620	0.029317334171297338	0.9949638482730205
2640	0.029317334171297338	0.9949638482730205
2660	0.029317334171297338	0.9949638482730205
2680	0.029317334171297338	0.9949638482730205
2700	0.029317334171297338	0.9949638482730205
2720	0.029317334171297338	0.9949638482730205
2740	0.029317334171297338	0.9949638482730205
2760	0.029317334171297338	0.9949638482730205
2780	0.029317334171297338	0.9949638482730205
2800	0.029317334171297338	0.9949638482730205
2820	0.029317334171297338	0.9949638482730205
2840	0.029317334171297338	0.9949638482730205
2860	0.029317334171297338	0.9949638482730205
2880	0.029317334171297338	0.9949638482730205
2900	0.029317334171297338	0.9949638482730205
2920	0.029317334171297338	0.9949638482730205
2940	0.029317334171297338	0.9949638482730205
2960	0.029317334171297338	0.9949638482730205
2980	0.029317334171297338	0.9949638482730205
3000	0.029317334171297338	0.9949638482730205
3020	0.029317334171297338	0.9949638482730205
3040	0.029317334171297338	0.9949638482730205
3060	0.029317334171297338	0.9949638482730205
3080	0.029317334171297338	0.9949638482730205
3100	0.029317334171297338	0.9949638482730205
3120	0.029317334171297338	0.9949638482730205
3140	0.029317334171297338	0.9949638482730205
3160	0.029317334171297338	0.9949638482730205
3180	0.029317334171297338	0.9949638482730205
3200	0.029317334171297338	0.9949638482730205
3220	0.029317334171297338	0.9949638482730205
3240	0.029317334171297338	0.985178558557097
3260	0.029317334171297338	0.985178558557097
3280	0.029317334171297338	0.985178558557097
3300	0.029317334171297338	0.985178558557097
3320	0.029317334171297338	0.985178558557097
3340	0.029317334171297338	0.985178558557097
3360	0.029317334171297338	0.985178558557097
3380	0.029317334171297338	0.985178558557097
3400	0.029317334171297338	0.985178558557097
3420	0.029317334171297338	0.985178558557097
3440	0.029317334171297338	0.985178558557097
3460	0.029317334171297338	0.985178558557097
3480	0.029317334171297338	0.985178558557097
3500	0.029317334171297338	0.985178558557097
3520	0.029317334171297338	0.985178558557097
3540	0.029317334171297338	0.985178558557097
3560	0.029317334171297338	0.985178558557097
3580	0.029317334171297338	0.9137834084400391
3600	0.029317334171297338	0.9137834084400391
3620	0.029317334171297338	0.9137834084400391
3640	0.029317334171297338	0.9137834084400391
3660	0.029317334171297338	0.9137834084400391
3680	0.029317334171297338	0.9137834084400391
3700	0.029317334171297338	0.9137834084400391
3720	0.030478891099296468	0.9137834084400391
3740	0.030478891099296468	0.9137834084400391
3760	0.030478891099296468	0.8846000889819594
3780	0.030478891099296468	0.8846000889819594
3800	0.030478891099296468	0.8846000889819594
3820	0.030478891099296468	0.8846000889819594
3840	0.030478891099296468	0.8846000889819594
3860	0.030478891099296468	0.8846000889819594
3880	0.030478891099296468	0.8846000889819594
3900	0.030478891099296468	0.8846000889819594
3920	0.030478891099296468	0.8846000889819594
3940	0.030478891099296468	0.8846000889819594
3960	0.030478891099296468	0.8846000889819594
3980	0.030478891099296468	0.8846000889819594
4000	0.030478891099296468	0.8846000889819594
4020	0.030478891099296468	0.8846000889819594
4040	0.030478891099296468	0.8846000889819594
4060	0.030478891099296468	0.8846000889819594
4080	0.030478891099296468	0.8846000889819594
4100	0.030478891099296468	0.8846000889819594
