t	d
0	0.9996159528404738
100	0.9996159528404738
200	0.9996078306360182
300	0.9996066463484722
400	0.9996066463484722
500	0.9996060777967536
600	0.9996060777967536
700	0.9995782772274888
800	0.9995559424218643
900	0.9995559424218643
1000	0.9995400618934502
1100	0.9995400618934502
1200	0.9995369649807712
1300	0.9995311180243716
1400	0.9995047212284934
1500	0.9995047212284934
1600	0.9995003909903512
1700	0.9994972715883217
1800	0.9994795682923563
1900	0.9994707029070996
2000	0.9994694487794831
2100	0.9994271003939297
2200	0.9993823672809834
2300	0.9993632306255373
2400	0.9993483870817699
2500	0.9993060807789945
2600	0.9993057943410488
2700	0.9993032099950538
2800	0.9992991590371675
2900	0.9992991590371675
3000	0.9992935826175927
3100	0.9992780972528834
3200	0.9992749765549253
3300	0.9992686271369575
3400	0.9992613374531096
3500	0.9992304934659784
3600	0.9992153769866057
3700	0.9991992627488813
3800	0.9991965915924628
3900	0.9991930158624326
4000	0.9991706426320697
4100	0.9991488843870933
4200	0.9991423348179295
4300	0.9991289969530065
4400	0.9990938028007209
4500	0.9990738040259712
4600	0.9990736459159649
4700	0.9990562661016718
4800	0.9990376396863396
4900	0.9989915953363859
5000	0.9989915953363859
5100	0.9989909109287677
5200	0.9989493247040085
5300	0.9989459043701185
5400	0.9989421616533194
5500	0.9989275430434172
5600	0.9989067848417402
5700	0.9988729162991941
5800	0.9988295134578437
5900	0.9987869806753746
6000	0.9987833437923606
6100	0.9987468671725676
6200	0.9986945113080381
6300	0.9986907117505197
6400	0.9986761858728184
6500	0.9986515627996919
6600	0.9986515627996919
6700	0.9986375031125678
6800	0.9986229976137656
6900	0.998618701547383
7000	0.9985485261610506
7100	0.9985222591967678
7200	0.9984996254931613
7300	0.9984733251219413
7400	0.9984571937275177
7500	0.9984571937275177
7600	0.9984571937275177
7700	0.9984406362602363
7800	0.9984171807364515
7900	0.9982807045032909
8000	0.9982290212501628
8100	0.9981687815864471
8200	0.9981585394013314
8300	0.9980959126809055
8400	0.998068766449913
8500	0.9980630909101155
8600	0.9980630909101155
8700	0.9980427183652715
8800	0.9979480840464893
8900	0.9978881828860633
9000	0.9978648676546464
9100	0.9977894590009008
9200	0.9977304471475794
9300	0.9976621077457107
9400	0.9976621077457107
9500	0.9976428617872752
9600	0.9975371767326486
9700	0.9975371767326486
9800	0.9974995513799053
9900	0.9973543489100003
10000	0.9972952480589174
10100	0.9972622435512122
10200	0.9972622435512122
10300	0.9971524430525743
10400	0.9971524430525743
10500	0.9971512523130623
10600	0.9971372444295149
10700	0.99710532187407
10800	0.997099653195723
10900	0.99696301398426
11000	0.99696301398426
11100	0.9968917511035726
11200	0.9968214102733729
11300	0.9966732968502316
11400	0.9966732968502316
11500	0.9966121487934372
11600	0.9966078987893097
11700	0.9965960170372398
11800	0.9965763071933139
11900	0.9965337313375165
12000	0.9964910344093607
12100	0.9963001027327101
12200	0.9961495642175286
12300	0.9960149700870957
12400	0.9957914956805662
12500	0.9957914956805662
12600	0.9957914956805662
12700	0.9955826123773848
12800	0.9955329303169542
12900	0.9955188887248221
13000	0.9955188887248221
13100	0.9953986885512013
13200	0.995100048421677
13300	0.9950080550367743
13400	0.9948481852220205
13500	0.9948481852220205
13600	0.9946414928758724
13700	0.9944045233981431
13800	0.9942845815463741
13900	0.9942845815463741
14000	0.9942845815463741
14100	0.9942020790687696
14200	0.994185659732862
14300	0.993790777985533
14400	0.9937432173426147
14500	0.9935236127153931
14600	0.9932787149631871
14700	0.9932787149631871
14800	0.9932787149631871
14900	0.9932539536472327
15000	0.9929375315927832
15100	0.9929375315927832
15200	0.9929221526482103
15300	0.9928877896224246
15400	0.9928877896224246
15500	0.9927789492532891
15600	0.9925814762782135
15700	0.9922073961265309
15800	0.9920641604337547
15900	0.9920636797864024
16000	0.9919787818426797
16100	0.9918436315615569
16200	0.9918062786181382
16300	0.9916617529480913
16400	0.9915367321050033
16500	0.9909409405727102
16600	0.9904232219207423
16700	0.9903130104876116
16800	0.9896796209183464
16900	0.9895688710888599
17000	0.989120146194886
17100	0.9890042667458104
17200	0.9887442960881995
17300	0.9884905578822064
17400	0.9880230238099326
17500	0.9876383930915873
17600	0.9875942434401821
17700	0.9875942434401821
17800	0.9875942434401821
17900	0.9872952229166565
18000	0.9866344298529895
18100	0.986300129770175
18200	0.986300129770175
18300	0.9857087685605604
18400	0.9857087685605604
18500	0.9857087685605604
18600	0.9854464426775035
18700	0.9844614704453655
18800	0.9843655575982059
18900	0.9838837792489873
19000	0.9833596969215188
19100	0.9833596969215188
19200	0.9833596969215188
19300	0.9831506810560093
19400	0.98303207131543
19500	0.98272271642965
19600	0.9824067202353979
19700	0.9823318815193769
19800	0.9819867939120688
19900	0.9817595056926596
20000	0.9809235754116387
20100	0.9805951390743205
20200	0.9798194253263504
20300	0.9788902794434442
20400	0.9788386858990379
20500	0.9781701700000494
20600	0.9777029015796007
20700	0.9774899629157204
20800	0.9774899629157204
20900	0.9766901324057645
21000	0.9766573840801879
21100	0.9764368830291781
21200	0.976175248319542
21300	0.9750992829196132
21400	0.9750132998300882
21500	0.9750046849856803
21600	0.9747366263287643
21700	0.9743014208114269
21800	0.9737972447312633
21900	0.9732486290095679
22000	0.9720071368824605
22100	0.9718024067604505
22200	0.9716597047073382
22300	0.9716597047073382
22400	0.9716458021043468
22500	0.9709726025658802
22600	0.9693883209698608
22700	0.9693883209698608
22800	0.9676907840813204
22900	0.9676907840813204
23000	0.9676362437029435
23100	0.9673124612652859
23200	0.9666739663786913
23300	0.9665883356984271
23400	0.9660566305617199
23500	0.9660566305617199
