t	0	1	2	3	4	5	6	7	8	9	
0	0.8578653286277147	0.5266291688076049	0.3443463203391818	0.6023733200250033	0.8113239199953636	0.5678930347116372	0.7257823235678827	0.2803292557573056	0.3302560033549301	0.92234238795482	
1	0.6642772886435446	0.16373076475273662	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.6295533503016969	0.23016718756482013	0.7067675274795179	0.5703512144728677	0.41272520823218994	
2	0.6642772886435446	0.16373076475273662	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.6295533503016969	0.23016718756482013	0.7067675274795179	0.6173142515582062	0.41272520823218994	
3	0.6642772886435446	0.16373076475273662	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.7067675274795179	0.6173142515582062	0.41272520823218994	
4	0.6642772886435446	0.4140040266981406	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.7067675274795179	0.6173142515582062	0.41272520823218994	
5	0.6642772886435446	0.5603857770888292	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.7067675274795179	0.6173142515582062	0.41272520823218994	
6	0.4472222381041824	0.5603857770888292	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.7067675274795179	0.6173142515582062	0.41272520823218994	
7	0.4472222381041824	0.5603857770888292	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6620408895188621	0.6173142515582062	0.41272520823218994	
8	0.4472222381041824	0.5603857770888292	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6620408895188621	0.6173142515582062	0.4047920858876386	
9	0.4472222381041824	0.5603857770888292	0.6205063859486118	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.6173142515582062	0.4047920858876386	
10	0.4472222381041824	0.5603857770888292	0.5904460815187205	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.6173142515582062	0.4047920858876386	
11	0.4472222381041824	0.5603857770888292	0.5904460815187205	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.4047920858876386	
12	0.4472222381041824	0.6000316738136817	0.5904460815187205	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.4047920858876386	
13	0.4472222381041824	0.6000316738136817	0.5904460815187205	0.8269093367429613	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.4008255247153629	
14	0.4472222381041824	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.4008255247153629	
15	0.4472222381041824	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.5202515476269485	
16	0.4472222381041824	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.45855525558501786	
17	0.4472222381041824	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.549116413061776	
18	0.4981693255829792	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.549116413061776	
19	0.3641682565738997	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.549116413061776	
20	0.3641682565738997	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.47298768830243165	
21	0.3641682565738997	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.4349233259227595	
22	0.39954579124832956	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.23016718756482013	0.6396775705385341	0.5070866075506467	0.4349233259227595	
23	0.39954579124832956	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.4349233259227595	
24	0.39954579124832956	0.6000316738136817	0.5904460815187205	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5373004482306468	
25	0.39954579124832956	0.6000316738136817	0.5952388776662011	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5373004482306468	
26	0.39954579124832956	0.6000316738136817	0.5952388776662011	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
27	0.39954579124832956	0.6000316738136817	0.5976352757399415	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
28	0.49401740031646	0.6000316738136817	0.5976352757399415	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
29	0.49401740031646	0.6198546221761079	0.5976352757399415	0.7332934536407477	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
30	0.49401740031646	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
31	0.5412532048505252	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
32	0.5648711071175578	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
33	0.44870818193067386	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6396775705385341	0.5070866075506467	0.5884890093845905	
34	0.44870818193067386	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.3325452567437898	0.6186564231392377	0.5070866075506467	0.5884890093845905	
35	0.44870818193067386	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.4605171330641902	0.6186564231392377	0.5070866075506467	0.5884890093845905	
36	0.44870818193067386	0.6198546221761079	0.5976352757399415	0.6864855120896409	0.1641645767844777	0.3968589635430873	0.4605171330641902	0.6186564231392377	0.5070866075506467	0.49267398646383886	
37	0.44870818193067386	0.6198546221761079	0.5976352757399415	0.6525709676144393	0.1641645767844777	0.3968589635430873	0.4605171330641902	0.6186564231392377	0.5070866075506467	0.49267398646383886	
